,FIPS,State,Area_Name,POP_ESTIMATE_2014,HH_income_2014,Unemployment_rate_2014,Alcohol Mortality Rate,Alcohol Mortality Rate(F),Alcohol Mortality Rate(M),Drug Mortality Rate,Drug Mortality Rate(F),Drug Mortality Rate(M),Self-harm Mortality Rate,Self-harm Mortality Rate(F),Self-harm Mortality Rate(M),Int. Violence Mortality Rate,Int. Violence Mortality Rate(F),Int. Violence Mortality Rate(M),Common State Abbreviation,Rural Status Description,HPSA Postal Code,Provider Type,Common County Name,HPSA Degree of Shortage,HPSA Designation Population,HPSA Estimated Served Population,HPSA Score,HPSA Shortage
9862,24510.0,MD,Baltimore city,"623,165","41,895",8.6,4.35,3.59,5.17,11.87,10.03,13.94,39.01,36.92,41.14,28.68,26.39,30.92,MD,,,Psychiatrist / Core Mental Health,"Baltimore City, MD",Not applicable,92149.0,8640.0,15,18.56
9863,24510.0,MD,Baltimore city,"623,165","41,895",8.6,4.35,3.59,5.17,11.87,10.03,13.94,39.01,36.92,41.14,28.68,26.39,30.92,MD,,,Psychiatrist / Core Mental Health,"Baltimore City, MD",Not applicable,92149.0,8640.0,15,18.56
9864,24510.0,MD,Baltimore city,"623,165","41,895",8.6,4.35,3.59,5.17,11.87,10.03,13.94,39.01,36.92,41.14,28.68,26.39,30.92,MD,,,Psychiatrist / Core Mental Health,"Baltimore City, MD",Not applicable,92149.0,8640.0,15,18.56
9865,24510.0,MD,Baltimore city,"623,165","41,895",8.6,4.35,3.59,5.17,11.87,10.03,13.94,39.01,36.92,41.14,28.68,26.39,30.92,MD,,,Psychiatrist / Core Mental Health,"Baltimore City, MD",Not applicable,92149.0,8640.0,15,18.56
9866,24510.0,MD,Baltimore city,"623,165","41,895",8.6,4.35,3.59,5.17,11.87,10.03,13.94,39.01,36.92,41.14,28.68,26.39,30.92,MD,,,Psychiatrist / Core Mental Health,"Baltimore City, MD",Not applicable,92149.0,8640.0,15,18.56
9867,24510.0,MD,Baltimore city,"623,165","41,895",8.6,4.35,3.59,5.17,11.87,10.03,13.94,39.01,36.92,41.14,28.68,26.39,30.92,MD,,,Psychiatrist / Core Mental Health,"Baltimore City, MD",Not applicable,92149.0,8640.0,15,18.56
9868,24510.0,MD,Baltimore city,"623,165","41,895",8.6,4.35,3.59,5.17,11.87,10.03,13.94,39.01,36.92,41.14,28.68,26.39,30.92,MD,,,Psychiatrist / Core Mental Health,"Baltimore City, MD",Not applicable,92149.0,8640.0,15,18.56
9869,24510.0,MD,Baltimore city,"623,165","41,895",8.6,4.35,3.59,5.17,11.87,10.03,13.94,39.01,36.92,41.14,28.68,26.39,30.92,MD,,,Psychiatrist / Core Mental Health,"Baltimore City, MD",Not applicable,92149.0,8640.0,15,18.56
9870,24510.0,MD,Baltimore city,"623,165","41,895",8.6,4.35,3.59,5.17,11.87,10.03,13.94,39.01,36.92,41.14,28.68,26.39,30.92,MD,,,Psychiatrist / Core Mental Health,"Baltimore City, MD",Not applicable,92149.0,8640.0,15,18.56
9871,24510.0,MD,Baltimore city,"623,165","41,895",8.6,4.35,3.59,5.17,11.87,10.03,13.94,39.01,36.92,41.14,28.68,26.39,30.92,MD,,,Psychiatrist / Core Mental Health,"Baltimore City, MD",Not applicable,92149.0,8640.0,15,18.56
9872,24510.0,MD,Baltimore city,"623,165","41,895",8.6,4.35,3.59,5.17,11.87,10.03,13.94,39.01,36.92,41.14,28.68,26.39,30.92,MD,,,Psychiatrist / Core Mental Health,"Baltimore City, MD",Not applicable,92149.0,8640.0,15,18.56
9873,24510.0,MD,Baltimore city,"623,165","41,895",8.6,4.35,3.59,5.17,11.87,10.03,13.94,39.01,36.92,41.14,28.68,26.39,30.92,MD,,,Psychiatrist / Core Mental Health,"Baltimore City, MD",Not applicable,92149.0,8640.0,15,18.56
9874,24510.0,MD,Baltimore city,"623,165","41,895",8.6,4.35,3.59,5.17,11.87,10.03,13.94,39.01,36.92,41.14,28.68,26.39,30.92,MD,,,Psychiatrist / Core Mental Health,"Baltimore City, MD",Not applicable,92149.0,8640.0,15,18.56
9875,24510.0,MD,Baltimore city,"623,165","41,895",8.6,4.35,3.59,5.17,11.87,10.03,13.94,39.01,36.92,41.14,28.68,26.39,30.92,MD,,,Psychiatrist / Core Mental Health,"Baltimore City, MD",Not applicable,92149.0,8640.0,15,18.56
9876,24510.0,MD,Baltimore city,"623,165","41,895",8.6,4.35,3.59,5.17,11.87,10.03,13.94,39.01,36.92,41.14,28.68,26.39,30.92,MD,,,Psychiatrist / Core Mental Health,"Baltimore City, MD",Not applicable,92149.0,8640.0,15,18.56
9877,24510.0,MD,Baltimore city,"623,165","41,895",8.6,4.35,3.59,5.17,11.87,10.03,13.94,39.01,36.92,41.14,28.68,26.39,30.92,MD,,,Psychiatrist / Core Mental Health,"Baltimore City, MD",Not applicable,92149.0,8640.0,15,18.56
9878,24510.0,MD,Baltimore city,"623,165","41,895",8.6,4.35,3.59,5.17,11.87,10.03,13.94,39.01,36.92,41.14,28.68,26.39,30.92,MD,,,Psychiatrist / Core Mental Health,"Baltimore City, MD",Not applicable,92149.0,8640.0,15,18.56
9879,24510.0,MD,Baltimore city,"623,165","41,895",8.6,4.35,3.59,5.17,11.87,10.03,13.94,39.01,36.92,41.14,28.68,26.39,30.92,MD,,,Psychiatrist / Core Mental Health,"Baltimore City, MD",Not applicable,92149.0,8640.0,15,18.56
9880,24510.0,MD,Baltimore city,"623,165","41,895",8.6,4.35,3.59,5.17,11.87,10.03,13.94,39.01,36.92,41.14,28.68,26.39,30.92,MD,,,Psychiatrist / Core Mental Health,"Baltimore City, MD",Not applicable,92149.0,8640.0,15,18.56
9881,24510.0,MD,Baltimore city,"623,165","41,895",8.6,4.35,3.59,5.17,11.87,10.03,13.94,39.01,36.92,41.14,28.68,26.39,30.92,MD,,,Psychiatrist / Core Mental Health,"Baltimore City, MD",Not applicable,92149.0,8640.0,15,18.56
9882,24510.0,MD,Baltimore city,"623,165","41,895",8.6,4.35,3.59,5.17,11.87,10.03,13.94,39.01,36.92,41.14,28.68,26.39,30.92,MD,,,Psychiatrist / Core Mental Health,"Baltimore City, MD",Not applicable,92149.0,8640.0,15,18.56
9883,24510.0,MD,Baltimore city,"623,165","41,895",8.6,4.35,3.59,5.17,11.87,10.03,13.94,39.01,36.92,41.14,28.68,26.39,30.92,MD,,,Psychiatrist / Core Mental Health,"Baltimore City, MD",Not applicable,92149.0,8640.0,15,18.56
9884,24510.0,MD,Baltimore city,"623,165","41,895",8.6,4.35,3.59,5.17,11.87,10.03,13.94,39.01,36.92,41.14,28.68,26.39,30.92,MD,,,Psychiatrist / Core Mental Health,"Baltimore City, MD",Not applicable,92149.0,8640.0,15,18.56
9885,24510.0,MD,Baltimore city,"623,165","41,895",8.6,4.35,3.59,5.17,11.87,10.03,13.94,39.01,36.92,41.14,28.68,26.39,30.92,MD,,,Psychiatrist / Core Mental Health,"Baltimore City, MD",Not applicable,92149.0,8640.0,15,18.56
9886,24510.0,MD,Baltimore city,"623,165","41,895",8.6,4.35,3.59,5.17,11.87,10.03,13.94,39.01,36.92,41.14,28.68,26.39,30.92,MD,,,Psychiatrist / Core Mental Health,"Baltimore City, MD",Not applicable,92149.0,8640.0,15,18.56
9887,24510.0,MD,Baltimore city,"623,165","41,895",8.6,4.35,3.59,5.17,11.87,10.03,13.94,39.01,36.92,41.14,28.68,26.39,30.92,MD,,,Psychiatrist / Core Mental Health,"Baltimore City, MD",Not applicable,92149.0,8640.0,15,18.56
9889,25001.0,MA,Barnstable County,"214,299","64,150",7.2,6.58,5.45,7.81,17.94,15.49,20.36,15.83,14.85,16.76,2.19,1.56,2.94,MA,Non-Rural,,Psychiatrist,"Barnstable County, MA",Not applicable,110253.0,14000.0,10,2.98
9890,25001.0,MA,Barnstable County,"214,299","64,150",7.2,6.58,5.45,7.81,17.94,15.49,20.36,15.83,14.85,16.76,2.19,1.56,2.94,MA,Non-Rural,,Psychiatrist,"Barnstable County, MA",Not applicable,110253.0,14000.0,10,2.98
9891,25001.0,MA,Barnstable County,"214,299","64,150",7.2,6.58,5.45,7.81,17.94,15.49,20.36,15.83,14.85,16.76,2.19,1.56,2.94,MA,Non-Rural,,Psychiatrist,"Barnstable County, MA",Not applicable,110253.0,14000.0,10,2.98
9892,25001.0,MA,Barnstable County,"214,299","64,150",7.2,6.58,5.45,7.81,17.94,15.49,20.36,15.83,14.85,16.76,2.19,1.56,2.94,MA,Non-Rural,,Psychiatrist,"Barnstable County, MA",Not applicable,110253.0,14000.0,10,2.98
9893,25001.0,MA,Barnstable County,"214,299","64,150",7.2,6.58,5.45,7.81,17.94,15.49,20.36,15.83,14.85,16.76,2.19,1.56,2.94,MA,Non-Rural,,Psychiatrist,"Barnstable County, MA",Not applicable,75013.0,36000.0,11,0.7
9894,25001.0,MA,Barnstable County,"214,299","64,150",7.2,6.58,5.45,7.81,17.94,15.49,20.36,15.83,14.85,16.76,2.19,1.56,2.94,MA,Rural,,Psychiatrist,"Barnstable County, MA",Not applicable,75013.0,36000.0,11,0.7
9895,25001.0,MA,Barnstable County,"214,299","64,150",7.2,6.58,5.45,7.81,17.94,15.49,20.36,15.83,14.85,16.76,2.19,1.56,2.94,MA,Rural,,Psychiatrist,"Barnstable County, MA",Not applicable,75013.0,36000.0,11,0.7
9896,25001.0,MA,Barnstable County,"214,299","64,150",7.2,6.58,5.45,7.81,17.94,15.49,20.36,15.83,14.85,16.76,2.19,1.56,2.94,MA,,,Psychiatrist,"Barnstable County, MA",Not applicable,75013.0,36000.0,11,0.7
9897,25001.0,MA,Barnstable County,"214,299","64,150",7.2,6.58,5.45,7.81,17.94,15.49,20.36,15.83,14.85,16.76,2.19,1.56,2.94,MA,Non-Rural,,Psychiatrist,"Barnstable County, MA",Not applicable,75013.0,36000.0,11,0.7
9898,25001.0,MA,Barnstable County,"214,299","64,150",7.2,6.58,5.45,7.81,17.94,15.49,20.36,15.83,14.85,16.76,2.19,1.56,2.94,MA,Rural,,Psychiatrist,"Barnstable County, MA",Not applicable,75013.0,36000.0,11,0.7
9899,25001.0,MA,Barnstable County,"214,299","64,150",7.2,6.58,5.45,7.81,17.94,15.49,20.36,15.83,14.85,16.76,2.19,1.56,2.94,MA,Non-Rural,,Psychiatrist,"Barnstable County, MA",Not applicable,75013.0,36000.0,11,0.7
9965,25001.0,MA,Barnstable County,"214,299","64,150",7.2,6.58,5.45,7.81,17.94,15.49,20.36,15.83,14.85,16.76,2.19,1.56,2.94,MA,,,Psychiatrist,"Barnstable County, MA",Not applicable,212184.0,281400.0,12,4.11
10010,25005.0,MA,Bristol County,"555,206","57,732",7.4,4.92,4.05,5.85,18.8,16.92,20.58,14.03,13.32,14.68,2.89,2.28,3.67,MA,Non-Rural,02747-1275,,"Bristol County, MA",12,4339.0,,12,2.17
10013,25007.0,MA,Dukes County,"17,299","61,259",7.9,3.39,2.31,4.63,9.25,6.38,12.66,12.53,11.08,14.05,2.08,1.09,3.6,MA,Rural,,Psychiatrist,"Dukes County, MA",Not applicable,16786.0,15000.0,9,0.37
10017,25009.0,MA,Essex County,"771,778","70,074",6.0,3.85,3.15,4.58,16.76,15.24,18.35,11.13,10.58,11.7,2.6,2.07,3.22,MA,Non-Rural,,Psychiatrist,"Essex County, MA",Not applicable,43554.0,0.0,12,2.9
10018,25011.0,MA,Franklin County,"71,295","53,953",5.3,3.58,2.69,4.63,10.01,7.81,12.53,12.66,11.71,13.56,1.73,1.15,2.49,MA,Rural,,Psychiatrist,"Franklin County, MA",Not applicable,9658.0,4000.0,9,0.28
10019,25011.0,MA,Franklin County,"71,295","53,953",5.3,3.58,2.69,4.63,10.01,7.81,12.53,12.66,11.71,13.56,1.73,1.15,2.49,MA,Rural,,Psychiatrist,"Franklin County, MA",Not applicable,9658.0,4000.0,9,0.28
10020,25011.0,MA,Franklin County,"71,295","53,953",5.3,3.58,2.69,4.63,10.01,7.81,12.53,12.66,11.71,13.56,1.73,1.15,2.49,MA,Rural,,Psychiatrist,"Franklin County, MA",Not applicable,9658.0,4000.0,9,0.28
10026,25013.0,MA,Hampden County,"469,507","49,072",7.6,3.17,2.45,3.93,12.35,10.62,14.15,13.07,12.28,13.8,4.67,3.77,5.68,MA,Non-Rural,,Psychiatrist,"Hampden County, MA",Not applicable,20393.0,12400.0,10,0.74
10027,25013.0,MA,Hampden County,"469,507","49,072",7.6,3.17,2.45,3.93,12.35,10.62,14.15,13.07,12.28,13.8,4.67,3.77,5.68,MA,Non-Rural,,Psychiatrist,"Hampden County, MA",Not applicable,80682.0,22200.0,14,4.27
10032,25017.0,MA,Middlesex County,"1,575,237","84,026",4.7,3.28,2.79,3.8,11.17,10.14,12.16,8.81,8.44,9.2,1.58,1.26,1.93,MA,Non-Rural,01742-2119,,"Middlesex County, MA",6,1729.0,,6,0.31
10033,25017.0,MA,Middlesex County,"1,575,237","84,026",4.7,3.28,2.79,3.8,11.17,10.14,12.16,8.81,8.44,9.2,1.58,1.26,1.93,MA,Non-Rural,01702-8785,,"Middlesex County, MA",3,3263.0,,3,0.03
10034,25017.0,MA,Middlesex County,"1,575,237","84,026",4.7,3.28,2.79,3.8,11.17,10.14,12.16,8.81,8.44,9.2,1.58,1.26,1.93,MA,Non-Rural,,Psychiatrist,"Middlesex County, MA",Not applicable,52128.0,4800.0,16,3.24
10035,25017.0,MA,Middlesex County,"1,575,237","84,026",4.7,3.28,2.79,3.8,11.17,10.14,12.16,8.81,8.44,9.2,1.58,1.26,1.93,MA,Non-Rural,01464-2434,,"Middlesex County, MA",6,2401.0,,6,0.6
10036,25017.0,MA,Middlesex County,"1,575,237","84,026",4.7,3.28,2.79,3.8,11.17,10.14,12.16,8.81,8.44,9.2,1.58,1.26,1.93,MA,Non-Rural,,Psychiatrist,"Middlesex County, MA",Not applicable,40541.0,23000.0,8,1.55
10038,25021.0,MA,Norfolk County,"692,399","90,039",5.0,2.99,2.42,3.61,11.85,10.55,13.18,9.55,9.08,10.06,1.61,1.26,2.08,MA,Non-Rural,02081-1027,,"Norfolk County, MA",6,2272.0,,6,0.39
10039,25021.0,MA,Norfolk County,"692,399","90,039",5.0,2.99,2.42,3.61,11.85,10.55,13.18,9.55,9.08,10.06,1.61,1.26,2.08,MA,Non-Rural,02056,,"Norfolk County, MA",6,1964.0,,6,0.38
10055,25023.0,MA,Plymouth County,"506,565","74,576",6.0,3.21,2.55,3.92,14.39,12.89,16.01,11.71,11.03,12.34,3.31,2.61,4.12,MA,Non-Rural,02324-3230,,"Plymouth County, MA",12,773.0,,12,0.39
10352,25025.0,MA,Suffolk County,"773,839","54,280",5.3,4.95,4.03,5.94,16.86,14.79,18.97,9.82,9.15,10.5,5.71,4.84,6.65,MA,Non-Rural,,Psychiatrist,"Suffolk County, MA",Not applicable,52128.0,4800.0,16,3.24
10353,25025.0,MA,Suffolk County,"773,839","54,280",5.3,4.95,4.03,5.94,16.86,14.79,18.97,9.82,9.15,10.5,5.71,4.84,6.65,MA,Non-Rural,,Psychiatrist,"Suffolk County, MA",Not applicable,52128.0,4800.0,16,3.24
10360,25027.0,MA,Worcester County,"815,620","65,217",6.1,4.47,3.79,5.19,12.68,11.34,14.08,11.17,10.58,11.71,2.17,1.72,2.67,MA,Non-Rural,01440-4238,,"Worcester County, MA",3,1260.0,,3,0.08
10361,25027.0,MA,Worcester County,"815,620","65,217",6.1,4.47,3.79,5.19,12.68,11.34,14.08,11.17,10.58,11.71,2.17,1.72,2.67,MA,Non-Rural,01434-3802,,"Worcester County, MA",12,1053.0,,12,0.53
10363,26001.0,MI,Alcona County,"10,448","36,377",10.6,2.95,1.88,4.3,9.48,5.86,13.75,23.77,21.45,26.4,3.36,1.97,5.33,MI,Rural,,Psychiatrist / Core Mental Health,"Alcona County, MI",Not applicable,10519.0,8640.0,18,0.31
10364,26001.0,MI,Alcona County,"10,448","36,377",10.6,2.95,1.88,4.3,9.48,5.86,13.75,23.77,21.45,26.4,3.36,1.97,5.33,MI,Rural,,Psychiatrist,"Alcona County, MI",Not applicable,11395.0,3000.0,17,0.28
10366,26003.0,MI,Alger County,"9,361","45,308",10.4,2.58,1.62,3.64,6.74,3.92,10.11,16.62,14.85,18.59,2.64,1.44,4.3,MI,Rural,49862-9277,,"Alger County, MI",12,882.0,,18,0.44
10367,26003.0,MI,Alger County,"9,361","45,308",10.4,2.58,1.62,3.64,6.74,3.92,10.11,16.62,14.85,18.59,2.64,1.44,4.3,MI,Rural,,Psychiatrist,"Alger County, MI",Not applicable,8513.0,0.0,13,0.43
10369,26005.0,MI,Allegan County,"113,357","54,232",5.4,2.99,2.21,3.83,10.15,8.13,12.57,13.07,12.12,14.07,2.13,1.52,2.89,MI,Rural,,Psychiatrist / Core Mental Health,"Allegan County, MI",Not applicable,51654.0,3600.0,16,1.12
10370,26005.0,MI,Allegan County,"113,357","54,232",5.4,2.99,2.21,3.83,10.15,8.13,12.57,13.07,12.12,14.07,2.13,1.52,2.89,MI,Rural,,Psychiatrist / Core Mental Health,"Allegan County, MI",Not applicable,51654.0,3600.0,16,1.12
10375,26007.0,MI,Alpena County,"28,887","38,121",8.0,2.67,1.78,3.68,9.9,7.13,13.17,17.41,15.87,18.94,2.35,1.45,3.69,MI,Rural,,Psychiatrist,"Alpena County, MI",Not applicable,28628.0,6000.0,17,1.23
10379,26009.0,MI,Antrim County,"23,146","45,743",9.5,2.64,1.71,3.81,11.49,8.29,15.21,13.65,12.34,14.94,2.04,1.24,3.27,MI,Rural,,Psychiatrist,"Antrim County, MI",Not applicable,146932.0,118200.0,12,3.41
10385,26011.0,MI,Arenac County,"15,316","36,460",11.1,2.52,1.58,3.52,9.94,6.71,14.08,21.71,19.72,23.95,3.01,1.8,4.79,MI,Rural,,Psychiatrist,"Arenac County, MI",Not applicable,121033.0,80000.0,14,4.07
10389,26013.0,MI,Baraga County,"8,648","41,624",11.3,4.52,3.03,6.38,10.46,6.52,15.13,16.27,14.35,18.36,2.75,1.42,4.83,MI,Rural,,Psychiatrist,"Baraga County, MI",Not applicable,6447.0,0.0,14,0.32
10390,26013.0,MI,Baraga County,"8,648","41,624",11.3,4.52,3.03,6.38,10.46,6.52,15.13,16.27,14.35,18.36,2.75,1.42,4.83,MI,Rural,49908-9204,,"Baraga County, MI",12,596.0,,21,0.3
10395,26015.0,MI,Barry County,"59,293","57,235",5.4,2.32,1.68,3.04,7.25,5.18,9.5,16.51,15.27,17.83,2.21,1.44,3.08,MI,Partially Rural,,Psychiatrist,"Barry County, MI",Not applicable,58346.0,0.0,12,2.92
10397,26017.0,MI,Bay County,"106,066","46,061",7.2,1.72,1.28,2.2,3.83,2.69,5.21,21.46,19.96,22.85,3.23,2.42,4.33,MI,Partially Rural,,Psychiatrist,"Bay County, MI",Not applicable,121033.0,80000.0,14,4.07
10399,26019.0,MI,Benzie County,"17,474","48,846",8.7,3.76,2.5,5.16,11.08,7.61,15.21,15.25,13.82,16.95,2.31,1.44,3.44,MI,Rural,,Psychiatrist,"Benzie County, MI",Not applicable,40993.0,15000.0,18,0.87
10400,26019.0,MI,Benzie County,"17,474","48,846",8.7,3.76,2.5,5.16,11.08,7.61,15.21,15.25,13.82,16.95,2.31,1.44,3.44,MI,Rural,,Psychiatrist,"Benzie County, MI",Not applicable,40517.0,20000.0,16,1.7
10405,26021.0,MI,Berrien County,"155,989","44,145",6.8,3.88,2.94,4.91,15.19,12.68,17.88,13.32,12.3,14.33,5.17,4.08,6.5,MI,Partially Rural,,Psychiatrist,"Berrien County, MI",Not applicable,150742.0,72500.0,15,6.425
10410,26023.0,MI,Branch County,"43,731","46,371",6.7,2.96,2.12,3.91,9.2,6.62,12.16,14.77,13.56,16.18,2.48,1.65,3.54,MI,Rural,,Psychiatrist,"Branch County, MI",Not applicable,86298.0,30000.0,16,3.31
10414,26025.0,MI,Calhoun County,"134,812","45,916",6.3,6.04,4.66,7.47,18.99,15.63,22.51,15.94,14.8,17.07,5.85,4.51,7.38,MI,Partially Rural,,Psychiatrist,"Calhoun County, MI",Not applicable,51070.0,0.0,17,3.4
10421,26027.0,MI,Cass County,"51,566","48,030",6.7,2.06,1.38,2.9,9.64,7.29,12.39,15.62,14.28,17.04,3.48,2.43,4.73,MI,Partially Rural,,Psychiatrist,"Cass County, MI",Not applicable,51455.0,18000.0,15,1.97
10425,26029.0,MI,Charlevoix County,"26,216","47,991",8.2,3.44,2.58,4.45,7.66,5.32,10.46,16.39,14.92,17.93,2.13,1.33,3.23,MI,Rural,,Psychiatrist,"Charlevoix County, MI",Not applicable,146932.0,118200.0,12,3.41
10426,26031.0,MI,Cheboygan County,"25,636","41,930",10.7,3.1,2.09,4.27,12.77,9.29,16.35,16.36,14.92,17.84,2.24,1.32,3.54,MI,Rural,,Psychiatrist,"Cheboygan County, MI",Not applicable,146932.0,118200.0,12,3.41
10436,26033.0,MI,Chippewa County,"38,242","38,989",9.5,5.39,4.07,6.91,10.26,7.3,13.69,15.58,14.19,16.96,2.02,1.21,3.15,MI,Rural,49788-1634,,"Chippewa County, MI",3,2214.0,,12,0.11
10437,26033.0,MI,Chippewa County,"38,242","38,989",9.5,5.39,4.07,6.91,10.26,7.3,13.69,15.58,14.19,16.96,2.02,1.21,3.15,MI,Rural,,Psychiatrist,"Chippewa County, MI",Not applicable,44935.0,0.0,18,2.25
10439,26035.0,MI,Clare County,"30,728","34,655",9.9,2.31,1.45,3.42,14.62,11.06,18.66,18.93,17.37,20.72,2.8,1.73,4.11,MI,Rural,,Psychiatrist,"Clare County, MI",Not applicable,259834.0,231000.0,12,0.96
10443,26035.0,MI,Clare County,"30,728","34,655",9.9,2.31,1.45,3.42,14.62,11.06,18.66,18.93,17.37,20.72,2.8,1.73,4.11,MI,Rural,,Psychiatrist,"Clare County, MI",Not applicable,153774.0,432000.0,0,0.0
10444,26035.0,MI,Clare County,"30,728","34,655",9.9,2.31,1.45,3.42,14.62,11.06,18.66,18.93,17.37,20.72,2.8,1.73,4.11,MI,Rural,,Psychiatrist,"Clare County, MI",Not applicable,264886.0,106000.0,18,12.36
10445,26039.0,MI,Crawford County,"13,741","41,101",9.5,3.85,2.46,5.47,17.31,12.68,22.65,19.16,17.35,21.27,2.81,1.74,4.32,MI,Rural,,Psychiatrist,"Crawford County, MI",Not applicable,84511.0,49500.0,15,2.58
10449,26041.0,MI,Delta County,"36,581","43,338",8.5,3.12,2.35,3.96,5.9,3.98,8.19,14.43,13.19,15.79,1.6,1.0,2.39,MI,Rural,,Psychiatrist,"Delta County, MI",Not applicable,36229.0,7500.0,17,1.56
10458,26043.0,MI,Dickinson County,"25,898","45,174",6.8,2.54,1.77,3.48,7.42,5.03,10.18,17.46,15.89,19.03,2.76,1.68,4.12,MI,Rural,,Psychiatrist,"Dickinson County, MI",Not applicable,36852.0,30000.0,11,0.84
10475,26047.0,MI,Emmet County,"32,969","50,191",9.6,2.73,1.9,3.65,7.17,4.91,9.89,14.51,13.19,15.84,1.74,0.98,2.84,MI,Rural,,Psychiatrist,"Emmet County, MI",Not applicable,146932.0,118200.0,12,3.41
10478,26049.0,MI,Genesee County,"412,868","41,787",7.9,3.12,2.46,3.83,17.57,15.58,19.8,16.6,15.35,17.83,11.96,10.33,13.72,MI,Non-Rural,,Psychiatrist,"Genesee County, MI",Not applicable,164418.0,101200.0,15,5.9
10479,26051.0,MI,Gladwin County,"25,498","39,721",9.3,2.25,1.39,3.21,12.79,9.4,16.41,21.46,19.56,23.53,3.01,1.94,4.47,MI,Rural,,Psychiatrist,"Gladwin County, MI",Not applicable,259834.0,231000.0,12,0.96
10480,26051.0,MI,Gladwin County,"25,498","39,721",9.3,2.25,1.39,3.21,12.79,9.4,16.41,21.46,19.56,23.53,3.01,1.94,4.47,MI,Rural,,Psychiatrist,"Gladwin County, MI",Not applicable,110422.0,441000.0,0,0.0
10482,26051.0,MI,Gladwin County,"25,498","39,721",9.3,2.25,1.39,3.21,12.79,9.4,16.41,21.46,19.56,23.53,3.01,1.94,4.47,MI,Rural,,Psychiatrist,"Gladwin County, MI",Not applicable,264886.0,106000.0,18,12.36
10485,26053.0,MI,Gogebic County,"15,755","33,600",8.9,2.5,1.71,3.41,6.57,4.12,9.73,21.83,19.77,24.05,3.08,1.87,4.82,MI,,,Psychiatrist,"Gogebic County, MI",Not applicable,14470.0,12000.0,13,0.32
10486,26053.0,MI,Gogebic County,"15,755","33,600",8.9,2.5,1.71,3.41,6.57,4.12,9.73,21.83,19.77,24.05,3.08,1.87,4.82,MI,Rural,,Psychiatrist,"Gogebic County, MI",Not applicable,14102.0,8600.0,15,0.51
10499,26057.0,MI,Gratiot County,"41,462","43,509",7.1,1.1,0.73,1.52,4.48,3.1,6.25,13.35,12.17,14.61,2.02,1.34,2.95,MI,Rural,48880-9210,,"Gratiot County, MI",12,1129.0,,12,0.56
10500,26057.0,MI,Gratiot County,"41,462","43,509",7.1,1.1,0.73,1.52,4.48,3.1,6.25,13.35,12.17,14.61,2.02,1.34,2.95,MI,Rural,,Psychiatrist,"Gratiot County, MI",Not applicable,14352.0,11200.0,12,0.4
10503,26059.0,MI,Hillsdale County,"45,923","44,780",7.0,2.43,1.7,3.31,8.63,6.35,11.34,15.28,14.07,16.53,2.67,1.82,3.84,MI,Rural,,Psychiatrist,"Hillsdale County, MI",Not applicable,86298.0,30000.0,16,3.31
10508,26061.0,MI,Houghton County,"36,468","39,126",7.7,5.71,4.57,7.0,6.13,3.89,8.95,11.99,10.88,13.16,1.77,1.07,2.71,MI,Rural,,Psychiatrist,"Houghton County, MI",Not applicable,36747.0,18000.0,16,1.55
10509,26063.0,MI,Huron County,"32,038","41,678",6.9,2.37,1.64,3.19,6.17,3.97,8.82,18.53,16.98,20.19,2.1,1.33,3.14,MI,Rural,,Psychiatrist,"Huron County, MI",Not applicable,32089.0,22000.0,12,1.04
10510,26063.0,MI,Huron County,"32,038","41,678",6.9,2.37,1.64,3.19,6.17,3.97,8.82,18.53,16.98,20.19,2.1,1.33,3.14,MI,Rural,,Psychiatrist,"Huron County, MI",Not applicable,32375.0,0.0,16,1.08
10512,26065.0,MI,Ingham County,"285,654","45,840",6.2,5.67,4.7,6.75,12.38,10.25,14.7,12.37,11.58,13.17,4.14,3.23,5.2,MI,Partially Rural,,Psychiatrist,"Ingham County, MI",Not applicable,107443.0,0.0,18,7.16
10525,26067.0,MI,Ionia County,"64,231","48,681",6.2,2.07,1.42,2.8,8.9,6.6,11.34,15.32,14.04,16.63,2.12,1.47,2.94,MI,Rural,48846-8647,,"Ionia County, MI",12,1485.0,,21,0.74
10526,26067.0,MI,Ionia County,"64,231","48,681",6.2,2.07,1.42,2.8,8.9,6.6,11.34,15.32,14.04,16.63,2.12,1.47,2.94,MI,Rural,,Psychiatrist,"Ionia County, MI",Not applicable,59536.0,20000.0,16,2.97
10527,26067.0,MI,Ionia County,"64,231","48,681",6.2,2.07,1.42,2.8,8.9,6.6,11.34,15.32,14.04,16.63,2.12,1.47,2.94,MI,Rural,48846-8594,,"Ionia County, MI",12,658.0,,21,0.33
10528,26067.0,MI,Ionia County,"64,231","48,681",6.2,2.07,1.42,2.8,8.9,6.6,11.34,15.32,14.04,16.63,2.12,1.47,2.94,MI,Rural,,Psychiatrist / Core Mental Health,"Ionia County, MI",Not applicable,57749.0,0.0,14,1.93
10533,26069.0,MI,Iosco County,"25,422","37,122",9.7,3.14,2.17,4.35,10.08,6.97,13.68,21.47,19.6,23.83,2.84,1.74,4.2,MI,Rural,,Psychiatrist / Core Mental Health,"Iosco County, MI",Not applicable,55396.0,7800.0,17,0.55
10534,26069.0,MI,Iosco County,"25,422","37,122",9.7,3.14,2.17,4.35,10.08,6.97,13.68,21.47,19.6,23.83,2.84,1.74,4.2,MI,Rural,,Psychiatrist,"Iosco County, MI",Not applicable,54491.0,0.0,18,3.63
