FIPS,Common State Abbreviation,Rural Status Description,HPSA Postal Code,Provider Type,Common County Name,HPSA Degree of Shortage,HPSA Designation Population,HPSA Estimated Served Population,HPSA Score,HPSA Shortage
36047,NY,Non-Rural,,Psychiatrist,"Kings County, NY",Not applicable,108126.0,50800.0,14,4.67
36047,NY,Non-Rural,,Psychiatrist,"Kings County, NY",Not applicable,108126.0,50800.0,14,4.67
36047,NY,Non-Rural,,Psychiatrist,"Kings County, NY",Not applicable,108126.0,50800.0,14,4.67
36047,NY,Non-Rural,,Psychiatrist,"Kings County, NY",Not applicable,108126.0,50800.0,14,4.67
36047,NY,Non-Rural,,Psychiatrist,"Kings County, NY",Not applicable,108126.0,50800.0,14,4.67
36047,NY,Non-Rural,,Psychiatrist,"Kings County, NY",Not applicable,108126.0,50800.0,14,4.67
36047,NY,Non-Rural,,Psychiatrist,"Kings County, NY",Not applicable,108126.0,50800.0,14,4.67
36047,NY,Non-Rural,,Psychiatrist,"Kings County, NY",Not applicable,108126.0,50800.0,14,4.67
36047,NY,Non-Rural,,Psychiatrist,"Kings County, NY",Not applicable,108126.0,50800.0,14,4.67
36047,NY,Non-Rural,,Psychiatrist,"Kings County, NY",Not applicable,108126.0,50800.0,14,4.67
36047,NY,Non-Rural,,Psychiatrist,"Kings County, NY",Not applicable,108126.0,50800.0,14,4.67
36047,NY,Non-Rural,,Psychiatrist,"Kings County, NY",Not applicable,108126.0,50800.0,14,4.67
36047,NY,Non-Rural,,Psychiatrist,"Kings County, NY",Not applicable,108126.0,50800.0,14,4.67
36047,NY,Non-Rural,,Psychiatrist,"Kings County, NY",Not applicable,108126.0,50800.0,14,4.67
36047,NY,Non-Rural,,Psychiatrist,"Kings County, NY",Not applicable,108126.0,50800.0,14,4.67
36047,NY,Non-Rural,,Psychiatrist,"Kings County, NY",Not applicable,108126.0,50800.0,14,4.67
36047,NY,Non-Rural,,Psychiatrist,"Kings County, NY",Not applicable,108126.0,50800.0,14,4.67
36047,NY,Non-Rural,,Psychiatrist,"Kings County, NY",Not applicable,108126.0,50800.0,14,4.67
36047,NY,Non-Rural,,Psychiatrist,"Kings County, NY",Not applicable,108126.0,50800.0,14,4.67
36047,NY,Non-Rural,,Psychiatrist,"Kings County, NY",Not applicable,108126.0,50800.0,14,4.67
36047,NY,Non-Rural,,Psychiatrist,"Kings County, NY",Not applicable,108126.0,50800.0,14,4.67
36047,NY,Non-Rural,,Psychiatrist,"Kings County, NY",Not applicable,108126.0,50800.0,14,4.67
36047,NY,Non-Rural,,Psychiatrist,"Kings County, NY",Not applicable,108126.0,50800.0,14,4.67
36047,NY,Non-Rural,,Psychiatrist,"Kings County, NY",Not applicable,108126.0,50800.0,14,4.67
36047,NY,Non-Rural,,Psychiatrist,"Kings County, NY",Not applicable,108126.0,50800.0,14,4.67
36047,NY,Non-Rural,,Psychiatrist,"Kings County, NY",Not applicable,108126.0,50800.0,14,4.67
36047,NY,Non-Rural,,Psychiatrist,"Kings County, NY",Not applicable,108126.0,50800.0,14,4.67
36047,NY,Non-Rural,,Psychiatrist,"Kings County, NY",Not applicable,108126.0,50800.0,14,4.67
36047,NY,Non-Rural,,Psychiatrist,"Kings County, NY",Not applicable,108126.0,50800.0,14,4.67
36047,NY,Non-Rural,,Psychiatrist,"Kings County, NY",Not applicable,108126.0,50800.0,14,4.67
36047,NY,Non-Rural,,Psychiatrist,"Kings County, NY",Not applicable,108126.0,50800.0,14,4.67
36047,NY,Non-Rural,,Psychiatrist,"Kings County, NY",Not applicable,108126.0,50800.0,14,4.67
36047,NY,Non-Rural,,Psychiatrist,"Kings County, NY",Not applicable,108126.0,50800.0,14,4.67
36047,NY,Non-Rural,,Psychiatrist,"Kings County, NY",Not applicable,108126.0,50800.0,14,4.67
36047,NY,Non-Rural,,Psychiatrist,"Kings County, NY",Not applicable,108126.0,50800.0,14,4.67
36047,NY,Non-Rural,,Psychiatrist,"Kings County, NY",Not applicable,108126.0,50800.0,14,4.67
36047,NY,Non-Rural,,Psychiatrist,"Kings County, NY",Not applicable,108126.0,50800.0,14,4.67
36047,NY,Non-Rural,,Psychiatrist,"Kings County, NY",Not applicable,108126.0,50800.0,14,4.67
36047,NY,Non-Rural,,Psychiatrist,"Kings County, NY",Not applicable,108126.0,50800.0,14,4.67
36047,NY,Non-Rural,,Psychiatrist,"Kings County, NY",Not applicable,108126.0,50800.0,14,4.67
36047,NY,Non-Rural,,Psychiatrist,"Kings County, NY",Not applicable,108126.0,50800.0,14,4.67
36047,NY,Non-Rural,,Psychiatrist,"Kings County, NY",Not applicable,108126.0,50800.0,14,4.67
36047,NY,Non-Rural,,Psychiatrist,"Kings County, NY",Not applicable,108126.0,50800.0,14,4.67
36047,NY,Non-Rural,,Psychiatrist,"Kings County, NY",Not applicable,108126.0,50800.0,14,4.67
36029,NY,Non-Rural,,Psychiatrist,"Erie County, NY",Not applicable,137960.0,2646.0,17,9.0677
36029,NY,Non-Rural,,Psychiatrist,"Erie County, NY",Not applicable,137960.0,2646.0,17,9.0677
36029,NY,Non-Rural,,Psychiatrist,"Erie County, NY",Not applicable,137960.0,2646.0,17,9.0677
36029,NY,Non-Rural,,Psychiatrist,"Erie County, NY",Not applicable,137960.0,2646.0,17,9.0677
36029,NY,Non-Rural,,Psychiatrist,"Erie County, NY",Not applicable,137960.0,2646.0,17,9.0677
36029,NY,Non-Rural,,Psychiatrist,"Erie County, NY",Not applicable,137960.0,2646.0,17,9.0677
36029,NY,Non-Rural,,Psychiatrist,"Erie County, NY",Not applicable,137960.0,2646.0,17,9.0677
36029,NY,Non-Rural,,Psychiatrist,"Erie County, NY",Not applicable,137960.0,2646.0,17,9.0677
36029,NY,Non-Rural,,Psychiatrist,"Erie County, NY",Not applicable,137960.0,2646.0,17,9.0677
36029,NY,Non-Rural,,Psychiatrist,"Erie County, NY",Not applicable,137960.0,2646.0,17,9.0677
36029,NY,Non-Rural,,Psychiatrist,"Erie County, NY",Not applicable,137960.0,2646.0,17,9.0677
36029,NY,Non-Rural,,Psychiatrist,"Erie County, NY",Not applicable,137960.0,2646.0,17,9.0677
36029,NY,Non-Rural,,Psychiatrist,"Erie County, NY",Not applicable,137960.0,2646.0,17,9.0677
36029,NY,Non-Rural,,Psychiatrist,"Erie County, NY",Not applicable,137960.0,2646.0,17,9.0677
36029,NY,Non-Rural,,Psychiatrist,"Erie County, NY",Not applicable,137960.0,2646.0,17,9.0677
36029,NY,Non-Rural,,Psychiatrist,"Erie County, NY",Not applicable,137960.0,2646.0,17,9.0677
36029,NY,Non-Rural,,Psychiatrist,"Erie County, NY",Not applicable,137960.0,2646.0,17,9.0677
36029,NY,Non-Rural,,Psychiatrist,"Erie County, NY",Not applicable,137960.0,2646.0,17,9.0677
36029,NY,Non-Rural,,Psychiatrist,"Erie County, NY",Not applicable,137960.0,2646.0,17,9.0677
36029,NY,Non-Rural,,Psychiatrist,"Erie County, NY",Not applicable,137960.0,2646.0,17,9.0677
36029,NY,Non-Rural,,Psychiatrist,"Erie County, NY",Not applicable,137960.0,2646.0,17,9.0677
36029,NY,Non-Rural,,Psychiatrist,"Erie County, NY",Not applicable,137960.0,2646.0,17,9.0677
36029,NY,Non-Rural,,Psychiatrist,"Erie County, NY",Not applicable,137960.0,2646.0,17,9.0677
36029,NY,Non-Rural,,Psychiatrist,"Erie County, NY",Not applicable,137960.0,2646.0,17,9.0677
36029,NY,Non-Rural,,Psychiatrist,"Erie County, NY",Not applicable,137960.0,2646.0,17,9.0677
36029,NY,Non-Rural,,Psychiatrist,"Erie County, NY",Not applicable,137960.0,2646.0,17,9.0677
36029,NY,Non-Rural,,Psychiatrist,"Erie County, NY",Not applicable,137960.0,2646.0,17,9.0677
36029,NY,Non-Rural,,Psychiatrist,"Erie County, NY",Not applicable,137960.0,2646.0,17,9.0677
36029,NY,Non-Rural,,Psychiatrist,"Erie County, NY",Not applicable,137960.0,2646.0,17,9.0677
36029,NY,Non-Rural,,Psychiatrist,"Erie County, NY",Not applicable,137960.0,2646.0,17,9.0677
36029,NY,Non-Rural,,Psychiatrist,"Erie County, NY",Not applicable,137960.0,2646.0,17,9.0677
36029,NY,Non-Rural,,Psychiatrist,"Erie County, NY",Not applicable,137960.0,2646.0,17,9.0677
36029,NY,Non-Rural,,Psychiatrist,"Erie County, NY",Not applicable,137960.0,2646.0,17,9.0677
36029,NY,Non-Rural,,Psychiatrist,"Erie County, NY",Not applicable,137960.0,2646.0,17,9.0677
36029,NY,Non-Rural,,Psychiatrist,"Erie County, NY",Not applicable,137960.0,2646.0,17,9.0677
36029,NY,Non-Rural,,Psychiatrist,"Erie County, NY",Not applicable,137960.0,2646.0,17,9.0677
36029,NY,Non-Rural,,Psychiatrist,"Erie County, NY",Not applicable,137960.0,2646.0,17,9.0677
36029,NY,Non-Rural,,Psychiatrist,"Erie County, NY",Not applicable,137960.0,2646.0,17,9.0677
36029,NY,Non-Rural,,Psychiatrist,"Erie County, NY",Not applicable,137960.0,2646.0,17,9.0677
36029,NY,Non-Rural,,Psychiatrist,"Erie County, NY",Not applicable,137960.0,2646.0,17,9.0677
36029,NY,Non-Rural,,Psychiatrist,"Erie County, NY",Not applicable,137960.0,2646.0,17,9.0677
36029,NY,Non-Rural,,Psychiatrist,"Erie County, NY",Not applicable,137960.0,2646.0,17,9.0677
36029,NY,Non-Rural,,Psychiatrist,"Erie County, NY",Not applicable,137960.0,2646.0,17,9.0677
36029,NY,Non-Rural,,Psychiatrist,"Erie County, NY",Not applicable,137960.0,2646.0,17,9.0677
36029,NY,Non-Rural,,Psychiatrist,"Erie County, NY",Not applicable,137960.0,2646.0,17,9.0677
36029,NY,Non-Rural,,Psychiatrist,"Erie County, NY",Not applicable,137960.0,2646.0,17,9.0677
36029,NY,Non-Rural,,Psychiatrist,"Erie County, NY",Not applicable,137960.0,2646.0,17,9.0677
36029,NY,Non-Rural,,Psychiatrist,"Erie County, NY",Not applicable,137960.0,2646.0,17,9.0677
36029,NY,Non-Rural,,Psychiatrist,"Erie County, NY",Not applicable,137960.0,2646.0,17,9.0677
36029,NY,Non-Rural,,Psychiatrist,"Erie County, NY",Not applicable,137960.0,2646.0,17,9.0677
36029,NY,Non-Rural,,Psychiatrist,"Erie County, NY",Not applicable,137960.0,2646.0,17,9.0677
36029,NY,Non-Rural,,Psychiatrist,"Erie County, NY",Not applicable,137960.0,2646.0,17,9.0677
36029,NY,Non-Rural,,Psychiatrist,"Erie County, NY",Not applicable,137960.0,2646.0,17,9.0677
36029,NY,Non-Rural,,Psychiatrist,"Erie County, NY",Not applicable,137960.0,2646.0,17,9.0677
36029,NY,Non-Rural,,Psychiatrist,"Erie County, NY",Not applicable,137960.0,2646.0,17,9.0677
36029,NY,Non-Rural,,Psychiatrist,"Erie County, NY",Not applicable,137960.0,2646.0,17,9.0677
36029,NY,Non-Rural,,Psychiatrist,"Erie County, NY",Not applicable,137960.0,2646.0,17,9.0677
36029,NY,Non-Rural,,Psychiatrist,"Erie County, NY",Not applicable,137960.0,2646.0,17,9.0677
36029,NY,Non-Rural,,Psychiatrist,"Erie County, NY",Not applicable,137960.0,2646.0,17,9.0677
36029,NY,Non-Rural,,Psychiatrist,"Erie County, NY",Not applicable,137960.0,2646.0,17,9.0677
36029,NY,Non-Rural,,Psychiatrist,"Erie County, NY",Not applicable,137960.0,2646.0,17,9.0677
36029,NY,Non-Rural,,Psychiatrist,"Erie County, NY",Not applicable,137960.0,2646.0,17,9.0677
36029,NY,Non-Rural,,Psychiatrist,"Erie County, NY",Not applicable,137960.0,2646.0,17,9.0677
36029,NY,Non-Rural,,Psychiatrist,"Erie County, NY",Not applicable,137960.0,2646.0,17,9.0677
36029,NY,Non-Rural,,Psychiatrist,"Erie County, NY",Not applicable,137960.0,2646.0,17,9.0677
36029,NY,Non-Rural,,Psychiatrist,"Erie County, NY",Not applicable,137960.0,2646.0,17,9.0677
36029,NY,Non-Rural,,Psychiatrist,"Erie County, NY",Not applicable,137960.0,2646.0,17,9.0677
36029,NY,Non-Rural,,Psychiatrist,"Erie County, NY",Not applicable,137960.0,2646.0,17,9.0677
36029,NY,Non-Rural,,Psychiatrist,"Erie County, NY",Not applicable,137960.0,2646.0,17,9.0677
36029,NY,Non-Rural,,Psychiatrist,"Erie County, NY",Not applicable,137960.0,2646.0,17,9.0677
36029,NY,Non-Rural,,Psychiatrist,"Erie County, NY",Not applicable,137960.0,2646.0,17,9.0677
36123,NY,Partially Rural,,Psychiatrist,"Yates County, NY",Not applicable,23394.0,30000.0,13,0.0
36121,NY,Rural,,Psychiatrist,"Wyoming County, NY",Not applicable,37722.0,45000.0,12,0.26
36117,NY,Partially Rural,,,"Wayne County, NY",Not applicable,92857.0,,0,0.4
36033,NY,Rural,12953-2945,,"Franklin County, NY",12,1485.0,,21,0.74
36047,NY,Non-Rural,,Psychiatrist,"Kings County, NY",Not applicable,142833.0,14200.0,15,8.81
36047,NY,Non-Rural,,Psychiatrist,"Kings County, NY",Not applicable,142833.0,14200.0,15,8.81
36047,NY,Non-Rural,,Psychiatrist,"Kings County, NY",Not applicable,142833.0,14200.0,15,8.81
36047,NY,Non-Rural,,Psychiatrist,"Kings County, NY",Not applicable,142833.0,14200.0,15,8.81
36047,NY,Non-Rural,,Psychiatrist,"Kings County, NY",Not applicable,142833.0,14200.0,15,8.81
36047,NY,Non-Rural,,Psychiatrist,"Kings County, NY",Not applicable,142833.0,14200.0,15,8.81
36047,NY,Non-Rural,,Psychiatrist,"Kings County, NY",Not applicable,142833.0,14200.0,15,8.81
36047,NY,Non-Rural,,Psychiatrist,"Kings County, NY",Not applicable,142833.0,14200.0,15,8.81
36047,NY,Non-Rural,,Psychiatrist,"Kings County, NY",Not applicable,142833.0,14200.0,15,8.81
36047,NY,Non-Rural,,Psychiatrist,"Kings County, NY",Not applicable,142833.0,14200.0,15,8.81
36047,NY,Non-Rural,,Psychiatrist,"Kings County, NY",Not applicable,142833.0,14200.0,15,8.81
36047,NY,Non-Rural,,Psychiatrist,"Kings County, NY",Not applicable,142833.0,14200.0,15,8.81
36047,NY,Non-Rural,,Psychiatrist,"Kings County, NY",Not applicable,142833.0,14200.0,15,8.81
36047,NY,Non-Rural,,Psychiatrist,"Kings County, NY",Not applicable,142833.0,14200.0,15,8.81
36047,NY,Non-Rural,,Psychiatrist,"Kings County, NY",Not applicable,142833.0,14200.0,15,8.81
36047,NY,Non-Rural,,Psychiatrist,"Kings County, NY",Not applicable,142833.0,14200.0,15,8.81
36047,NY,Non-Rural,,Psychiatrist,"Kings County, NY",Not applicable,142833.0,14200.0,15,8.81
36047,NY,Non-Rural,,Psychiatrist,"Kings County, NY",Not applicable,142833.0,14200.0,15,8.81
36047,NY,Non-Rural,,Psychiatrist,"Kings County, NY",Not applicable,142833.0,14200.0,15,8.81
36047,NY,Non-Rural,,Psychiatrist,"Kings County, NY",Not applicable,142833.0,14200.0,15,8.81
36047,NY,Non-Rural,,Psychiatrist,"Kings County, NY",Not applicable,142833.0,14200.0,15,8.81
36047,NY,Non-Rural,,Psychiatrist,"Kings County, NY",Not applicable,142833.0,14200.0,15,8.81
36047,NY,Non-Rural,,Psychiatrist,"Kings County, NY",Not applicable,142833.0,14200.0,15,8.81
36047,NY,Non-Rural,,Psychiatrist,"Kings County, NY",Not applicable,142833.0,14200.0,15,8.81
36047,NY,Non-Rural,,Psychiatrist,"Kings County, NY",Not applicable,142833.0,14200.0,15,8.81
36047,NY,Non-Rural,,Psychiatrist,"Kings County, NY",Not applicable,142833.0,14200.0,15,8.81
36047,NY,Non-Rural,,Psychiatrist,"Kings County, NY",Not applicable,142833.0,14200.0,15,8.81
36047,NY,Non-Rural,,Psychiatrist,"Kings County, NY",Not applicable,142833.0,14200.0,15,8.81
36047,NY,Non-Rural,,Psychiatrist,"Kings County, NY",Not applicable,142833.0,14200.0,15,8.81
36047,NY,Non-Rural,,Psychiatrist,"Kings County, NY",Not applicable,142833.0,14200.0,15,8.81
36047,NY,Non-Rural,,Psychiatrist,"Kings County, NY",Not applicable,142833.0,14200.0,15,8.81
36047,NY,Non-Rural,,Psychiatrist,"Kings County, NY",Not applicable,142833.0,14200.0,15,8.81
36047,NY,Non-Rural,,Psychiatrist,"Kings County, NY",Not applicable,142833.0,14200.0,15,8.81
36047,NY,Non-Rural,,Psychiatrist,"Kings County, NY",Not applicable,142833.0,14200.0,15,8.81
36047,NY,Non-Rural,,Psychiatrist,"Kings County, NY",Not applicable,142833.0,14200.0,15,8.81
36047,NY,Non-Rural,,Psychiatrist,"Kings County, NY",Not applicable,142833.0,14200.0,15,8.81
36047,NY,Non-Rural,,Psychiatrist,"Kings County, NY",Not applicable,142833.0,14200.0,15,8.81
36047,NY,Non-Rural,,Psychiatrist,"Kings County, NY",Not applicable,142833.0,14200.0,15,8.81
36047,NY,Non-Rural,,Psychiatrist,"Kings County, NY",Not applicable,142833.0,14200.0,15,8.81
36047,NY,Non-Rural,,Psychiatrist,"Kings County, NY",Not applicable,142833.0,14200.0,15,8.81
36047,NY,Non-Rural,,Psychiatrist,"Kings County, NY",Not applicable,142833.0,14200.0,15,8.81
36047,NY,Non-Rural,,Psychiatrist,"Kings County, NY",Not applicable,142833.0,14200.0,15,8.81
36047,NY,Non-Rural,,Psychiatrist,"Kings County, NY",Not applicable,142833.0,14200.0,15,8.81
36047,NY,Non-Rural,,Psychiatrist,"Kings County, NY",Not applicable,142833.0,14200.0,15,8.81
36047,NY,Non-Rural,,Psychiatrist,"Kings County, NY",Not applicable,142833.0,14200.0,15,8.81
36047,NY,Non-Rural,,Psychiatrist,"Kings County, NY",Not applicable,142833.0,14200.0,15,8.81
36047,NY,Non-Rural,,Psychiatrist,"Kings County, NY",Not applicable,142833.0,14200.0,15,8.81
36047,NY,Non-Rural,,Psychiatrist,"Kings County, NY",Not applicable,142833.0,14200.0,15,8.81
36047,NY,Non-Rural,,Psychiatrist,"Kings County, NY",Not applicable,142833.0,14200.0,15,8.81
36047,NY,Non-Rural,,Psychiatrist,"Kings County, NY",Not applicable,142833.0,14200.0,15,8.81
36047,NY,Non-Rural,,Psychiatrist,"Kings County, NY",Not applicable,142833.0,14200.0,15,8.81
36047,NY,Non-Rural,,Psychiatrist,"Kings County, NY",Not applicable,142833.0,14200.0,15,8.81
36047,NY,Non-Rural,,Psychiatrist,"Kings County, NY",Not applicable,142833.0,14200.0,15,8.81
36105,NY,Rural,,Psychiatrist,"Sullivan County, NY",Not applicable,74155.0,240000.0,12,0.0
36101,NY,Rural,,,"Steuben County, NY",Not applicable,98222.0,,0,0.0
36121,NY,Rural,14011-9677,,"Wyoming County, NY",12,1495.0,,12,0.75
36099,NY,Rural,,,"Seneca County, NY",Not applicable,34108.0,,0,0.19
36097,NY,Rural,,Psychiatrist,"Schuyler County, NY",Not applicable,17863.0,30000.0,11,0.61
36095,NY,Non-Rural,,Psychiatrist,"Schoharie County, NY",Not applicable,30669.0,5400.0,14,1.35
36089,NY,Rural,,Psychiatrist,"St. Lawrence County, NY",Not applicable,98527.0,146000.0,18,0.0
36075,NY,Partially Rural,,Psychiatrist,"Oswego County, NY",Not applicable,116427.0,120000.0,16,2.38
36067,NY,,,Psychiatrist,"Onondaga County, NY",Not applicable,441554.0,894000.0,11,0.0
36065,NY,Partially Rural,,Psychiatrist,"Oneida County, NY",Not applicable,220673.0,440000.0,12,0.0
36057,NY,Rural,,Psychiatrist,"Montgomery County, NY",Not applicable,48104.0,72000.0,12,0.0
36053,NY,Partially Rural,,Psychiatrist,"Madison County, NY",Not applicable,67371.0,120000.0,16,0.96
36051,NY,Partially Rural,,,"Livingston County, NY",Not applicable,21987.0,,0,
36049,NY,Rural,,Psychiatrist,"Lewis County, NY",Not applicable,26796.0,3000.0,15,1.24
36043,NY,Partially Rural,,Psychiatrist,"Herkimer County, NY",Not applicable,63036.0,120000.0,16,1.21
36039,NY,Rural,,,"Greene County, NY",Not applicable,50144.0,,12,1.2
36037,NY,Rural,,,"Genesee County, NY",Not applicable,56437.0,,13,0.0
36035,NY,Rural,,,"Fulton County, NY",Not applicable,0.0,,0,
36033,NY,Rural,,Psychiatrist,"Franklin County, NY",Not applicable,45612.0,0.0,17,2.28
36031,NY,Rural,,Psychiatrist,"Essex County, NY",Not applicable,36562.0,0.0,15,1.83
36025,NY,Rural,,,"Delaware County, NY",Not applicable,45044.0,,0,0.5
36021,NY,Rural,,,"Columbia County, NY",Not applicable,62649.0,,0,0.3
36017,NY,Rural,,Psychiatrist,"Chenango County, NY",Not applicable,50145.0,0.0,16,1.67
36013,NY,Rural,,Psychiatrist,"Chautauqua County, NY",Not applicable,127403.0,112000.0,16,0.0
36011,NY,,,,"Cayuga County, NY",Not applicable,80247.0,,0,0.2
36009,NY,Rural,,Psychiatrist,"Cattaraugus County, NY",Not applicable,76841.0,21000.0,15,3.14
35039,NM,Rural,87532,,"Rio Arriba County, NM",,,,21,
35001,NM,Non-Rural,87105-3942,,"Bernalillo County, NM",,,,14,
35001,NM,Non-Rural,87026,,"Bernalillo County, NM",,,,21,
35031,NM,Rural,87313,,"McKinley County, NM",,,,21,
35055,NM,Rural,87571,,"Taos County, NM",,,,21,
35013,NM,Non-Rural,88005-2739,,"Dona Ana County, NM",,,,23,
35061,NM,Rural,87026,,"Valencia County, NM",,1.0,,20,0.0
35006,NM,Rural,87357,,"Cibola County, NM",,1.0,,21,0.0
35006,NM,Rural,87049-0210,,"Cibola County, NM",,1.0,,19,0.0
35053,NM,Rural,87825,,"Socorro County, NM",,1.0,,18,0.0
35035,NM,Rural,88340,,"Otero County, NM",,1.0,,20,0.0
35049,NM,Non-Rural,87507-3000,,"Santa Fe County, NM",,,,12,0.0
35061,NM,Non-Rural,87031-7332,,"Valencia County, NM",,,,21,0.32
35043,NM,Rural,87072,,"Sandoval County, NM",,1.0,,19,0.0
35006,NM,Rural,87020-9758,,"Cibola County, NM",,,,21,0.0
35043,NM,Rural,87053-6013,,"Sandoval County, NM",,1.0,,18,0.0
35043,NM,Rural,87053-6013,,"Sandoval County, NM",,1.0,,18,0.0
35043,NM,Rural,87024,,"Sandoval County, NM",,1.0,,20,0.0
35039,NM,Rural,87532-2686,,"Rio Arriba County, NM",,,,17,0.0
35055,NM,Rural,87571,,"Taos County, NM",,,,19,0.0
35043,NM,Non-Rural,87004-6091,,"Sandoval County, NM",,,,19,0.0
35039,NM,Rural,87566-0969,,"Rio Arriba County, NM",,,,19,0.0
35039,NM,Rural,87528,,"Rio Arriba County, NM",,,,21,0.0
35001,NM,Non-Rural,87108-2926,,"Bernalillo County, NM",,,,16,0.0
35001,NM,Non-Rural,87108-2926,,"Bernalillo County, NM",,,,0,0.0
35011,NM,Rural,88119,,"De Baca County, NM",,,,0,0.0
35027,NM,Rural,88301,,"Lincoln County, NM",,,,0,0.0
35039,NM,Rural,87575,,"Rio Arriba County, NM",,,,22,0.0
35033,NM,Rural,87732,,"Mora County, NM",,,,11,0.0
35049,NM,Non-Rural,87501-2406,,"Santa Fe County, NM",,,,19,0.0
35013,NM,Non-Rural,88005-3262,,"Dona Ana County, NM",,,,20,0.0
35001,NM,Non-Rural,87102-1529,,"Bernalillo County, NM",,,,18,0.0
35041,NM,Rural,88130-5703,,"Roosevelt County, NM",,,,21,0.0
35047,NM,Rural,87552-0710,,"San Miguel County, NM",,,,10,0.0
35039,NM,Rural,87532-2726,,"Rio Arriba County, NM",,,,20,0.0
35039,NM,Rural,87530,,"Rio Arriba County, NM",,,,17,0.0
35001,NM,Non-Rural,87105-4592,,"Bernalillo County, NM",,,,21,0.0
35049,NM,Non-Rural,87505-3026,,"Santa Fe County, NM",,,,18,0.0
35001,NM,Non-Rural,87106-2725,,"Bernalillo County, NM",,,,18,0.0
35031,NM,Rural,87301-5748,,"McKinley County, NM",,,,18,0.0
35031,NM,Rural,87313-0358,,"McKinley County, NM",,,,18,0.0
35031,NM,Rural,87327-0467,,"McKinley County, NM",,,,18,0.0
35045,NM,Rural,87420-0160,,"San Juan County, NM",,,,18,0.0
35006,NM,Rural,87049-0130,,"Cibola County, NM",,,,21,0.0
35023,NM,Rural,88045-2618,,"Hidalgo County, NM",,,,21,0.0
35031,NM,Rural,87301-5306,,"McKinley County, NM",,,,21,0.0
35013,NM,Rural,87937,,"Dona Ana County, NM",,,,21,0.0
35001,NM,Non-Rural,,,"Bernalillo County, NM",Not applicable,23816.0,,0,
35001,NM,Non-Rural,,,"Bernalillo County, NM",Not applicable,23816.0,,0,
35001,NM,Non-Rural,,,"Bernalillo County, NM",Not applicable,23816.0,,0,
35001,NM,Non-Rural,,,"Bernalillo County, NM",Not applicable,23816.0,,0,
35001,NM,Non-Rural,,,"Bernalillo County, NM",Not applicable,23816.0,,0,
35001,NM,Non-Rural,,,"Bernalillo County, NM",Not applicable,23816.0,,0,
35001,NM,Non-Rural,,,"Bernalillo County, NM",Not applicable,23816.0,,0,
35001,NM,Non-Rural,,,"Bernalillo County, NM",Not applicable,23816.0,,0,
35001,NM,Non-Rural,,,"Bernalillo County, NM",Not applicable,23816.0,,0,
35043,NM,Rural,87024,,"Sandoval County, NM",,1.0,,18,0.0
35006,NM,Rural,87020,,"Cibola County, NM",,,,15,0.22
35049,NM,Non-Rural,87508-1530,,"Santa Fe County, NM",,,,12,0.54
35045,NM,Rural,87413-4934,,"San Juan County, NM",,1.0,,22,0.0
35001,NM,Non-Rural,87110-7822,,"Bernalillo County, NM",,,,19,0.0
35043,NM,Non-Rural,87004-9015,,"Sandoval County, NM",,1.0,,22,0.0
35001,NM,Non-Rural,,,"Bernalillo County, NM",Not applicable,54296.0,,0,
35001,NM,Non-Rural,,,"Bernalillo County, NM",Not applicable,54296.0,,0,
35001,NM,Non-Rural,,,"Bernalillo County, NM",Not applicable,54296.0,,0,
35001,NM,Non-Rural,,,"Bernalillo County, NM",Not applicable,54296.0,,0,
35001,NM,Non-Rural,,,"Bernalillo County, NM",Not applicable,54296.0,,0,
35001,NM,Non-Rural,,,"Bernalillo County, NM",Not applicable,54296.0,,0,
35001,NM,Non-Rural,,,"Bernalillo County, NM",Not applicable,54296.0,,0,
35001,NM,Non-Rural,,,"Bernalillo County, NM",Not applicable,54296.0,,0,
35001,NM,Non-Rural,,,"Bernalillo County, NM",Not applicable,54296.0,,0,
35001,NM,Non-Rural,,,"Bernalillo County, NM",Not applicable,54296.0,,0,
35001,NM,Non-Rural,,,"Bernalillo County, NM",Not applicable,54296.0,,0,
35001,NM,Non-Rural,,,"Bernalillo County, NM",Not applicable,54296.0,,0,
35001,NM,Non-Rural,87110-7822,,"Bernalillo County, NM",,,,18,4.25
35017,NM,Rural,,Psychiatrist,"Grant County, NM",Not applicable,61562.0,15000.0,20,3.35
35029,NM,Rural,,Psychiatrist,"Luna County, NM",Not applicable,61562.0,15000.0,20,3.35
35023,NM,Rural,,Psychiatrist,"Hidalgo County, NM",Not applicable,61562.0,15000.0,20,3.35
35003,NM,Rural,,Psychiatrist,"Catron County, NM",Not applicable,61562.0,15000.0,20,3.35
35049,NM,Partially Rural,,Psychiatrist,"Santa Fe County, NM",Not applicable,52170.0,0.0,17,3.48
35006,NM,Rural,,Psychiatrist,"Cibola County, NM",Not applicable,25451.0,0.0,19,1.7
35001,NM,Non-Rural,87106-2058,,"Bernalillo County, NM",,,,18,4.25
35033,NM,Rural,,Psychiatrist,"Mora County, NM",Not applicable,4722.0,0.0,16,0.31
35047,NM,Rural,,Psychiatrist,"San Miguel County, NM",Not applicable,27509.0,0.0,20,1.83
35001,NM,Non-Rural,,Psychiatrist,"Bernalillo County, NM",Not applicable,63794.0,0.0,18,4.25
35001,NM,Non-Rural,,Psychiatrist,"Bernalillo County, NM",Not applicable,63794.0,0.0,18,4.25
